Shelfmark,Title,Dates,Language,Links
LFC Ch XXV 21,"Grant by Albreda of Old Romney, widow, to Robertsbridge Abbey, of Dudeman's Land in Pinhall",1st quarter of the 13th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165171596.0x000001
Loan MS 131,Psalter-Hours (The 'Burdett Psalter- Hours'),c. 1280-c. 1290,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100178220011.0x000001
MS Mus. 1,Henry Purcell and Giovanni Battista Draghi: Keyboard music,c 1690-1700,Not applicable,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100156353241.0x000001
MS Mus. 1591,My Ladye Nevells Booke,1591,English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054718159.0x000001
MS Mus. 1707,Claudio Monteverdi: letter to the Marchese Enzo Bentivoglio,18 September 1627,Italian,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100156353246.0x000001
MS Mus. 1745/1/10,Frederick Delius: Piano Concerto in C minor,1897,Not applicable,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062729440.0x000001
MS Mus. 1745/1/11,Frederick Delius: Fantasy for Orchestra and Pianoforte,1897,Not applicable,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062729645.0x000001
MS Mus. 1745/1/39,Frederick Delius: A Volume of Sketches,1888-[1911],Not applicable,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101099766.0x000001
MS Mus. 1745/2/5,Frederick Delius (Beecham Accession): Instrumental Music,1885-1930,Not applicable,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101100863.0x000001
MS Mus. 1745/2/11/3,Frederick Delius (Beecham Accession): Notebook 3,[1895]- [?1907],English,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062732215.0x000001
MS Mus. 1745/2/13/4,Frederick Delius (Beecham Accession): Cynara; Songs of Sunset; Fennimore and Gerda,1906-[1929],English; German,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062733621.0x000001
MSS Avestan 19,Menoy i khrad followed by fragments of Afrins and Aogemadaeca,1521,Pahlavi; Sanskrit,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100170849062.0x000001
MSS Bugis 1,"Bugis diaries, 1660-1714",Late 18th- early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100129718513.0x000001
MSS Bugis 2,"Bugis diary, 1776-1794",Late 18th- early 19th century,Buginese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100129719735.0x000001
Mss Burmese 202,Buddha''s birth stories,19th century,Burmese,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100189210716.0x000001
Mss Eur E70 A,'Original manuscript notes concerning the Gangetic fishes': Part I,1800-1823,Bengali; English; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101225532.0x000001
Mss Eur E70 B,'Original manuscript notes concerning the Gangetic fishes': Part II,1800-1823,Bengali; English; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101225546.0x000001
Or 480,"ኦሪት The Octateuch (Genesis, Exodus, Leviticus, Numbers, Deuteronomy, Joshua, Judges, Ruth)",14th century -15th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054837854.0x000001
Or 481,"ኦሪት Octateuch, አርባዕቱ ወንጌል Gospels and Ecclesiastical works.",Late 17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054861575.0x000001
Or 482,The Octateuch,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132595893.0x000001
Or 483,The Octateuch,1721,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132595912.0x000001
Or 484,The Book of Enoch,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132595936.0x000001
Or 485,መጽሐፈ ኩፍሌ መጽሐፈ፡ ኩፋሌ፡ Maṣḥafa kufāle Book of Jubilees and መጽሐፍ ሄኖክ the Book of Enoch.,16th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054940625.0x000001
Or 486,The Book of Enoch,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132595965.0x000001
Or 487,The Book of Kings,1730,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132595987.0x000001
Or 488,The Book of Samuel and Kings,1726,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596010.0x000001
Or 490,The Book of Enoch,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596029.0x000001
Or 491,"The Book of Enoch, Job, and the 12 Minor Prophets",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596049.0x000001
Or 492,The Book of Enoch,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596122.0x000001
Or 493,The Psalms and the Old Testament,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596219.0x000001
Or 495,መኃልየ መኃልይ ዘሰሎሞን Song of Songs of Solomon.,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596297.0x000001
Or 496,"ኢዮብ, the Book of Job.",17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596319.0x000001
Or 497,The Book of Job and the 12 Minor Prophets,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596351.0x000001
Or 498,"Daniel, Job, Ecclesiasticus, or the Wisdom of Jesus the son of Sirach and the 12 Minor Prophets.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596356.0x000001
Or 499,"Ecclesiasticus, or the Wisdom of Jesus the son of Sirach.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596360.0x000001
Or 500,The Wisdom of Jesus the Son of Sirach.,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596371.0x000001
Or 501,"Isaiah, The Ascension of Isaiah, and the 12 Minor Prophets.",15th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596403.0x000001
Or 502,"Isaiah, The Ascension of Isaiah, and the 12 Minor Prophets.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596532.0x000001
Or 503,"Isaiah, Daniel and the first book of Esdras",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596631.0x000001
Or 504,"Ezekiel, Jeremiah, The four books of Esdras.",1755,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596665.0x000001
Or 505,"መቃብያን, The Book of Maccabees.",1721-1730,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596767.0x000001
Or 506,"መቃብያን, The book of Maccabees",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596830.0x000001
Or 507,"አርባዕቱ ወንጌል , The Four Gospels",15th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596865.0x000001
Or 509,አርባዕቱ ወንጌል The Four Gospels,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596917.0x000001
Or 510,አርባዕቱ ወንጌል The Four Gospels.,1664-1665,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596925.0x000001
Or 511,አርባዕቱ ወንጌል The four Gospels,17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596931.0x000001
Or 513,አርባዕቱ ወንጌል The Four Gospels,17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132596955.0x000001
Or 515,አርባዕቱ ወንጌል The Four Gospels.,1675-1676,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100147206213.0x000001
Or 517,"አርባዕቱ ወንጌል, the Four Gospels",17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132597229.0x000001
Or 518,አርባዕቱ ወንጌል The Four Gospels,1655,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132597345.0x000001
Or 519,"አርባዕቱ ወንጌል, the Four Gospels",17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132597412.0x000001
Or 520,The Gospel of John and Miracles of Mary,1700,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132597542.0x000001
Or 521,The Gospel of John,1600,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132597739.0x000001
Or 522,Eucharistic prayers.,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132597832.0x000001
Or 523,"ወንጌል ዘዮሐንስ, Gospel of St. John.",17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132597880.0x000001
Or 524,"ወንጌል ዘዮሐንስ, Gospel of St. John.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132598001.0x000001
Or 525,The Gospel of John,15th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132598148.0x000001
Or 529,The Epistles of St. Paul,17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132598311.0x000001
Or 533,"አብቀለምሲስ ""The Revelation of St. John"".",1700-1730,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054938585.0x000001
Or 534,"መዝሙረ፡ ክርስቶስ "" Psalter of Christ,"".",1528,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132598459.0x000001
Or 535,"ዳዊት, Psalter",17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132598628.0x000001
Or 536,"Psalms, with Mazmura Dengel",17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132598839.0x000001
Or 537,"The Psalms, Mazmura Krestos and the Mazmura Dengel.",17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132598991.0x000001
Or 538,"Psalms, with Mazmura Dengel",17th 18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132599117.0x000001
Or 543,Lectionary,15th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132599375.0x000001
Or 544,"ግብረ ሕማማት, Lectionaries for Palm Sunday and Passion Week.",Early 18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054867911.0x000001
Or 545,"መጽሐፈ ቅዳሴ, Missal",1670-1675,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132599454.0x000001
Or 546,"መጽሐፈ ቅዳሴ, Missal.",1730-1737,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132599564.0x000001
Or 548,"መጽሐፍ ቅዳሴ, Missal.",19th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132599698.0x000001
Or 551,"መጽሐፈ ግንዘት, Book of the Funeral Ritual.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132599799.0x000001
Or 553,"መጽሐፈ ግንዘት, Book of the Funeral Ritual.",19th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132599925.0x000001
Or 566,"መፍትሔ፡ ሥራይ, Collection of prayers.",19th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132600028.0x000001
Or 567,"እግዚአብሔር ነግሠ, Egziabher Nägś.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132600127.0x000001
Or 568,"እግዚአብሔር ነግሠ, Egziabher Nägś.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132600241.0x000001
Or 569,"እግዚአብሔር ነግሠ, Egziabher Nägś.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132600366.0x000001
Or 570,"እግዚአብሔር ነግሠ, Egziabher Nägś.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132600513.0x000001
Or 572,"እግዚአብሔር ነግሠ, Egziabher Nägś.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132600614.0x000001
Or 573,ጉባኤ መልክ (መልክአ፡ ጉባኤ) Malkeʾa gubāʾe.,17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132600772.0x000001
Or 579,"ጉባኤ፡ መልክዕ, Gubba'e Malke",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132600874.0x000001
Or 580,"ጉባኤ፡ መልክዕ, Gubba'e Malke. Hymnbook of the Ethiopian Church for the whole year",19th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132600882.0x000001
Or 581,ገድለ ገብረ መንፈስ ቅዱስ The Acts of Gabra Manfas Qedus.,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132727721.0x000001
Or 584,"ድጓ Dēggwä. Hymnbook of the Ethiopian Church for the whole year, with musical notes.",1735,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054868312.0x000001
Or 585,ድጓ Dēggwä.,1767,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132728132.0x000001
Or 586,"ምዕራፍ Meʿrāf, the Common of the Office.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132728468.0x000001
Or 590,ጥበበ ጠቢባን “Wisest among the Wise”. A hymnological composition.,1700-1800,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100147206632.0x000001
Or 591,"አርጋኖነ ማርያም, ʾArgānona Māryām.",17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132728867.0x000001
Or 593,"A discourse in praise of the blessed Virgin Mary, Twelve Fathers and Holy Trinity.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132729246.0x000001
Or 594,"Arganona Weddase “The Harp of Praise”, Weddase Maryam “Praise of Mary” and Weddase Amlak.",17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132729487.0x000001
Or 595,Arganona Weddase “The Harp of Praise”,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132729768.0x000001
Or 597,"ገብረ ሕመማት, Book of the Rite of the Holy Week",14th 15th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132729927.0x000001
Or 599,"ግብረ ሕማማት, Lectionary of the Holy Week.",1721-1730,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132731532.0x000001
Or 600,"ግብረ ሕማማት, Lectionary of the Holy Week.",17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132732099.0x000001
Or 602,"ነገረ ማርያም, Nagara Māryām ""The Story of Mary"".",1721-1730,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132732630.0x000001
Or 603,"ነገረ ፡ ማርያም, Nagara Māryām ""The Story of Mary"".",1721-1730,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132733123.0x000001
Or 604,"ነገረ ፡ ማርያም, Nagara Māryām ""The Story of Mary"" and the homily for Festivals of the Virgin Mary.",1716,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132733584.0x000001
Or 605,"ነገረ ፡ ማርያም, Nagara Māryām ""The Story of Mary"" .",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132733960.0x000001
Or 607,"ነገረ ፡ ማርያም Nagara Māryām ""The Story of Mary"".",1730-1755,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054869380.0x000001
Or 609,"ድርሳነ ሚካኤል, Homiliary in Honor of the Archangel Michael.",17th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132735126.0x000001
Or 613,"ድርሳነ ሚካኤል, Homiliary in Honor of the Archangel Michael.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132735417.0x000001
Or 614,ድርሳነ ሚካኤል Homiliary in Honor of the Archangel Michael.,18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100054870112.0x000001
Or 615,"ድርሳነ ሚካኤል, Homiliary in Honor of the Archangel Michael.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132735603.0x000001
Or 617,"ድርሳን ቅዱስ ገብርኤል, Homily in honour of the Archangel Gabriel.",19th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100132735927.0x000001
Or 618,"ድርሳን ቅዱስ ገብርኤል, Homily in honour of the Archangel Gabriel.",18th century,Geez,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100147206729.0x000001
